,Date,Time,Day,Station,Delay Code,Min Delay,Min Gap,Direction,Line,Vehicle,Latitude,Longitude,Incident,Rush Hour Index,Mean Temp (°C),Total Rain (mm),Total Snow (cm),Total Precip (mm),Snow on Grnd (cm),Spd of Max Gust (km/h)
4323,2024-10-06,13:47:00,Sunday,ST CLAIR STATION,PUOPO,8.0,12.0,S,YU,5951.0,43.68806,-79.39361,OPTO (COMMS) Train Door Monitoring,0,17.2,0.0,0.0,0.0,,48.0
4324,2024-10-07,07:45:00,Monday,WILSON STATION,PUOPO,7.0,9.0,S,YU,5666.0,43.7345,-79.4501,OPTO (COMMS) Train Door Monitoring,1,13.1,1.1,0.0,1.1,,46.0
4325,2024-10-07,08:10:00,Monday,VAUGHAN MC STATION,PUOPO,3.0,6.0,S,YU,5706.0,43.7942,-79.5322,OPTO (COMMS) Train Door Monitoring,1,13.1,1.1,0.0,1.1,,46.0
4326,2024-10-07,08:12:00,Monday,HIGHWAY 407 STATION,PUOPO,3.0,6.0,S,YU,5706.0,43.7942,-79.5322,OPTO (COMMS) Train Door Monitoring,1,13.1,1.1,0.0,1.1,,46.0
4327,2024-10-07,10:17:00,Monday,EGLINTON WEST STATION,PUOPO,3.0,7.0,S,YU,5481.0,43.69953,-79.43554,OPTO (COMMS) Train Door Monitoring,0,13.1,1.1,0.0,1.1,,46.0
4328,2024-10-07,10:24:00,Monday,ST CLAIR WEST STATION,PUOPO,3.0,7.0,S,YU,5481.0,43.68403,-79.41553,OPTO (COMMS) Train Door Monitoring,0,13.1,1.1,0.0,1.1,,46.0
4329,2024-10-07,16:49:00,Monday,LAWRENCE WEST STATION,PUOPO,3.0,6.0,S,YU,5666.0,43.7136,-79.4444,OPTO (COMMS) Train Door Monitoring,1,13.1,1.1,0.0,1.1,,46.0
4330,2024-10-07,16:55:00,Monday,GLENCAIRN STATION,PUOPO,4.0,7.0,S,YU,5666.0,43.70958,-79.44449,OPTO (COMMS) Train Door Monitoring,1,13.1,1.1,0.0,1.1,,46.0
4331,2024-10-07,18:34:00,Monday,YORK MILLS STATION,PUOPO,6.0,9.0,N,YU,5481.0,43.74462,-79.40684,OPTO (COMMS) Train Door Monitoring,1,13.1,1.1,0.0,1.1,,46.0
4332,2024-10-08,06:11:00,Tuesday,EGLINTON WEST STATION,PUOPO,14.0,18.0,S,YU,6031.0,43.69953,-79.43554,OPTO (COMMS) Train Door Monitoring,0,9.9,1.8,0.0,1.8,,44.0
4333,2024-10-08,07:00:00,Tuesday,ST CLAIR STATION,PUOPO,4.0,6.0,N,YU,6031.0,43.68806,-79.39361,OPTO (COMMS) Train Door Monitoring,1,9.9,1.8,0.0,1.8,,44.0
4334,2024-10-08,07:08:00,Tuesday,DOWNSVIEW PARK STATION,PUOPO,3.0,5.0,S,YU,5481.0,43.7545,-79.477,OPTO (COMMS) Train Door Monitoring,1,9.9,1.8,0.0,1.8,,44.0
4335,2024-10-08,07:15:00,Tuesday,YORK MILLS STATION,PUOPO,6.0,9.0,N,YU,6031.0,43.74462,-79.40684,OPTO (COMMS) Train Door Monitoring,1,9.9,1.8,0.0,1.8,,44.0
4336,2024-10-08,08:14:00,Tuesday,LAWRENCE WEST STATION,PUOPO,5.0,7.0,S,YU,5796.0,43.7136,-79.4444,OPTO (COMMS) Train Door Monitoring,1,9.9,1.8,0.0,1.8,,44.0
4337,2024-10-08,08:21:00,Tuesday,LAWRENCE WEST STATION,PUOPO,3.0,5.0,S,YU,5556.0,43.7136,-79.4444,OPTO (COMMS) Train Door Monitoring,1,9.9,1.8,0.0,1.8,,44.0
4338,2024-10-08,08:25:00,Tuesday,YORK MILLS STATION,PUOPO,12.0,14.0,N,YU,5481.0,43.74462,-79.40684,OPTO (COMMS) Train Door Monitoring,1,9.9,1.8,0.0,1.8,,44.0
4339,2024-10-08,08:31:00,Tuesday,LAWRENCE WEST STATION,PUOPO,7.0,9.0,N,YU,5991.0,43.7136,-79.4444,OPTO (COMMS) Train Door Monitoring,1,9.9,1.8,0.0,1.8,,44.0
4340,2024-10-08,08:41:00,Tuesday,LAWRENCE WEST STATION,PUOPO,10.0,12.0,N,YU,5451.0,43.7136,-79.4444,OPTO (COMMS) Train Door Monitoring,1,9.9,1.8,0.0,1.8,,44.0
4341,2024-10-08,08:45:00,Tuesday,LAWRENCE WEST STATION,PUOPO,6.0,8.0,N,YU,5496.0,43.7136,-79.4444,OPTO (COMMS) Train Door Monitoring,1,9.9,1.8,0.0,1.8,,44.0
4342,2024-10-08,09:08:00,Tuesday,FINCH STATION,PUOPO,3.0,6.0,S,YU,5666.0,43.78066,-79.41445,OPTO (COMMS) Train Door Monitoring,1,9.9,1.8,0.0,1.8,,44.0
4343,2024-10-08,15:02:00,Tuesday,YORK MILLS STATION,PUOPO,7.0,11.0,N,YU,5481.0,43.74462,-79.40684,OPTO (COMMS) Train Door Monitoring,0,9.9,1.8,0.0,1.8,,44.0
4344,2024-10-08,21:24:00,Tuesday,YORK MILLS STATION,PUOPO,10.0,14.0,N,YU,5481.0,43.74462,-79.40684,OPTO (COMMS) Train Door Monitoring,0,9.9,1.8,0.0,1.8,,44.0
4345,2024-10-09,19:29:00,Wednesday,WELLESLEY STATION,PUOPO,3.0,5.0,S,YU,5451.0,43.66536,-79.38353,OPTO (COMMS) Train Door Monitoring,0,8.8,1.0,0.0,1.0,,55.0
4346,2024-10-10,06:13:00,Thursday,HIGHWAY 407 STATION,PUOPO,3.0,8.0,S,YU,5441.0,43.7942,-79.5322,OPTO (COMMS) Train Door Monitoring,0,9.9,0.0,0.0,0.0,,37.0
4347,2024-10-10,12:05:00,Thursday,DAVISVILLE STATION,PUOPO,3.0,8.0,N,YU,5716.0,43.69806,-79.39722,OPTO (COMMS) Train Door Monitoring,0,9.9,0.0,0.0,0.0,,37.0
4348,2024-10-11,12:27:00,Friday,ST CLAIR STATION,PUOPO,7.0,12.0,N,YU,5966.0,43.68806,-79.39361,OPTO (COMMS) Train Door Monitoring,0,13.1,0.0,0.0,0.0,,49.0
4349,2024-10-13,08:43:00,Sunday,DOWNSVIEW PARK STATION,PUOPO,6.0,12.0,N,YU,5706.0,43.7545,-79.477,OPTO (COMMS) Train Door Monitoring,1,9.8,0.6,0.0,0.6,,36.0
4350,2024-10-14,08:03:00,Monday,SHEPPARD WEST STATION,PUOPO,4.0,10.0,N,YU,5936.0,43.7497,-79.4629,OPTO (COMMS) Train Door Monitoring,1,7.4,0.0,0.0,0.0,,53.0
4351,2024-10-14,12:29:00,Monday,LAWRENCE STATION,PUOPO,21.0,25.0,S,YU,5801.0,43.72541,-79.40225,OPTO (COMMS) Train Door Monitoring,0,7.4,0.0,0.0,0.0,,53.0
4352,2024-10-14,13:04:00,Monday,BLOOR STATION,PUOPO,5.0,9.0,S,YU,5801.0,43.67068,-79.38533,OPTO (COMMS) Train Door Monitoring,0,7.4,0.0,0.0,0.0,,53.0
4353,2024-10-14,17:13:00,Monday,BAYVIEW STATION,PUOPO,8.0,15.0,E,SHP,6166.0,43.76965,-79.38716,OPTO (COMMS) Train Door Monitoring,1,7.4,0.0,0.0,0.0,,53.0
4354,2024-10-15,10:28:00,Tuesday,OSGOODE STATION,PUOPO,6.0,8.0,N,YU,5646.0,43.65054,-79.38684,OPTO (COMMS) Train Door Monitoring,0,6.6,0.0,0.0,0.0,,49.0
4355,2024-10-15,10:44:00,Tuesday,DUPONT STATION,PUOPO,6.0,11.0,N,YU,5646.0,43.67411,-79.40634,OPTO (COMMS) Train Door Monitoring,0,6.6,0.0,0.0,0.0,,49.0
4356,2024-10-16,09:58:00,Wednesday,BLOOR STATION,PUOPO,4.0,6.0,S,YU,5646.0,43.67068,-79.38533,OPTO (COMMS) Train Door Monitoring,1,6.4,0.0,0.0,0.0,,40.0
4357,2024-10-16,10:07:00,Wednesday,COLLEGE STATION,PUOPO,7.0,9.0,S,YU,5646.0,43.66139,-79.38347,OPTO (COMMS) Train Door Monitoring,0,6.4,0.0,0.0,0.0,,40.0
4358,2024-10-16,17:27:00,Wednesday,NORTH YORK CTR STATION,PUOPO,4.0,6.0,S,YU,5646.0,43.7681,-79.4124,OPTO (COMMS) Train Door Monitoring,1,6.4,0.0,0.0,0.0,,40.0
4359,2024-10-16,17:32:00,Wednesday,SHEPPARD STATION,PUOPO,4.0,6.0,S,YU,5646.0,43.74983,-79.38629,OPTO (COMMS) Train Door Monitoring,1,6.4,0.0,0.0,0.0,,40.0
4360,2024-10-18,06:15:00,Friday,DUPONT STATION,PUOPO,5.0,7.0,N,YU,5756.0,43.67411,-79.40634,OPTO (COMMS) Train Door Monitoring,0,10.1,0.0,0.0,0.0,,
4361,2024-10-18,06:22:00,Friday,DUPONT STATION,PUOPO,5.0,8.0,N,YU,5461.0,43.67411,-79.40634,OPTO (COMMS) Train Door Monitoring,0,10.1,0.0,0.0,0.0,,
4362,2024-10-18,06:36:00,Friday,LAWRENCE WEST STATION,PUOPO,4.0,8.0,S,YU,5421.0,43.7136,-79.4444,OPTO (COMMS) Train Door Monitoring,1,10.1,0.0,0.0,0.0,,
4363,2024-10-18,09:01:00,Friday,NORTH YORK CTR STATION,PUOPO,4.0,6.0,S,YU,5901.0,43.7681,-79.4124,OPTO (COMMS) Train Door Monitoring,1,10.1,0.0,0.0,0.0,,
4364,2024-10-18,09:06:00,Friday,SHEPPARD STATION,PUOPO,3.0,5.0,S,YU,5901.0,43.74983,-79.38629,OPTO (COMMS) Train Door Monitoring,1,10.1,0.0,0.0,0.0,,
4365,2024-10-18,09:55:00,Friday,ST CLAIR STATION,PUOPO,3.0,5.0,N,YU,5796.0,43.68806,-79.39361,OPTO (COMMS) Train Door Monitoring,1,10.1,0.0,0.0,0.0,,
4366,2024-10-18,14:46:00,Friday,DON MILLS STATION,PUOPO,7.0,15.0,W,SHP,6156.0,43.77556,-79.34655,OPTO (COMMS) Train Door Monitoring,0,10.1,0.0,0.0,0.0,,
4367,2024-10-18,14:54:00,Friday,LESLIE STATION,PUOPO,7.0,15.0,W,SHP,6156.0,43.7712,-79.36669,OPTO (COMMS) Train Door Monitoring,0,10.1,0.0,0.0,0.0,,
4368,2024-10-20,23:17:00,Sunday,SHEPPARD STATION,PUOPO,3.0,9.0,N,YU,5656.0,43.74983,-79.38629,OPTO (COMMS) Train Door Monitoring,0,13.9,0.0,0.0,0.0,,44.0
4369,2024-10-21,14:58:00,Monday,DOWNSVIEW PARK STATION,PUOPO,3.0,6.0,N,YU,6086.0,43.7545,-79.477,OPTO (COMMS) Train Door Monitoring,0,19.2,0.0,0.0,0.0,,36.0
4370,2024-10-23,09:39:00,Wednesday,PIONEER VILLAGE STATIO,PUOPO,4.0,8.0,S,YU,5041.0,43.7775,-79.5073,OPTO (COMMS) Train Door Monitoring,1,14.4,0.0,0.0,0.0,,48.0
4371,2024-10-23,14:37:00,Wednesday,HIGHWAY 407 STATION,PUOPO,4.0,8.0,S,YU,5876.0,43.7942,-79.5322,OPTO (COMMS) Train Door Monitoring,0,14.4,0.0,0.0,0.0,,48.0
4372,2024-10-24,11:42:00,Thursday,SPADINA YUS STATION,PUOPO,6.0,11.0,S,YU,5431.0,43.6683,-79.4033,OPTO (COMMS) Train Door Monitoring,0,7.6,0.0,0.0,0.0,,
4373,2024-10-25,10:39:00,Friday,EGLINTON STATION,PUOPO,12.0,17.0,N,YU,5861.0,43.70522,-79.39844,OPTO (COMMS) Train Door Monitoring,0,7.6,0.2,0.0,0.2,,
4374,2024-10-27,08:47:00,Sunday,ST PATRICK STATION,PUOPO,7.0,13.0,N,YU,6056.0,43.6544,-79.3886,OPTO (COMMS) Train Door Monitoring,1,6.1,0.0,0.0,0.0,,40.0
4375,2024-10-28,06:56:00,Monday,COLLEGE STATION,PUOPO,3.0,6.0,S,YU,5711.0,43.66139,-79.38347,OPTO (COMMS) Train Door Monitoring,1,7.1,0.0,0.0,0.0,,36.0
4376,2024-10-28,08:19:00,Monday,HIGHWAY 407 STATION,PUOPO,3.0,6.0,S,YU,5996.0,43.7942,-79.5322,OPTO (COMMS) Train Door Monitoring,1,7.1,0.0,0.0,0.0,,36.0
4377,2024-10-28,23:05:00,Monday,ST CLAIR STATION,PUOPO,10.0,16.0,N,YU,5996.0,43.68806,-79.39361,OPTO (COMMS) Train Door Monitoring,0,7.1,0.0,0.0,0.0,,36.0
4378,2024-10-30,14:12:00,Wednesday,SUMMERHILL STATION,PUOPO,5.0,9.0,N,YU,5856.0,43.682,-79.3903,OPTO (COMMS) Train Door Monitoring,0,18.6,0.0,0.0,0.0,,55.0
4379,2024-10-31,20:29:00,Thursday,SHEPPARD STATION,PUOPO,4.0,8.0,S,YU,5851.0,43.74983,-79.38629,OPTO (COMMS) Train Door Monitoring,0,19.2,0.5,0.0,0.5,,61.0
4380,2024-10-31,09:56:00,Thursday,BESSARION STATION,PUOPO,4.0,11.0,E,SHP,6156.0,43.7691,-79.37634,OPTO (COMMS) Train Door Monitoring,1,19.2,0.5,0.0,0.5,,61.0
4381,2024-10-31,13:42:00,Thursday,LESLIE STATION,PUOPO,9.0,16.0,E,SHP,6156.0,43.7712,-79.36669,OPTO (COMMS) Train Door Monitoring,0,19.2,0.5,0.0,0.5,,61.0
4382,2024-10-31,14:09:00,Thursday,LESLIE STATION,PUOPO,6.0,13.0,E,SHP,6156.0,43.7712,-79.36669,OPTO (COMMS) Train Door Monitoring,0,19.2,0.5,0.0,0.5,,61.0
4383,2024-10-31,14:30:00,Thursday,SHEPPARD-YONGE STATION,PUOPO,7.0,14.0,W,SHP,6151.0,43.76168,-79.41003,OPTO (COMMS) Train Door Monitoring,0,19.2,0.5,0.0,0.5,,61.0
4384,2024-11-01,10:50:00,Friday,QUEEN'S PARK STATION,PUOPO,3.0,7.0,N,YU,5711.0,43.65977,-79.39018,OPTO (COMMS) Train Door Monitoring,0,9.7,0.0,0.0,0.0,,64.0
4385,2024-11-02,09:04:00,Saturday,HIGHWAY 407 STATION,PUOPO,14.0,20.0,N,YU,6096.0,43.7942,-79.5322,OPTO (COMMS) Train Door Monitoring,1,5.0,0.0,0.0,0.0,,
4386,2024-11-02,09:13:00,Saturday,PIONEER VILLAGE STATIO,PUOPO,10.0,16.0,N,YU,5996.0,43.7775,-79.5073,OPTO (COMMS) Train Door Monitoring,1,5.0,0.0,0.0,0.0,,
4387,2024-11-04,14:13:00,Monday,HIGHWAY 407 STATION,PUOPO,3.0,8.0,N,YU,5871.0,43.7942,-79.5322,OPTO (COMMS) Train Door Monitoring,0,13.3,0.0,0.0,0.0,,42.0
4388,2024-11-06,06:07:00,Wednesday,MUSEUM STATION,PUOPO,3.0,6.0,S,YU,5546.0,43.66771,-79.39332,OPTO (COMMS) Train Door Monitoring,0,16.3,0.6,0.0,0.6,,53.0
4389,2024-11-06,09:52:00,Wednesday,UNION STATION,PUOPO,3.0,6.0,N,YU,5736.0,43.64533,-79.38069,OPTO (COMMS) Train Door Monitoring,1,16.3,0.6,0.0,0.6,,53.0
4390,2024-11-07,06:47:00,Thursday,WILSON STATION,PUOPO,3.0,8.0,S,YU,5551.0,43.7345,-79.4501,OPTO (COMMS) Train Door Monitoring,1,10.2,0.0,0.0,0.0,,40.0
4391,2024-11-08,11:45:00,Friday,ST PATRICK STATION,PUOPO,7.0,12.0,S,YU,5676.0,43.6544,-79.3886,OPTO (COMMS) Train Door Monitoring,0,8.5,0.0,0.0,0.0,,60.0
4392,2024-11-11,23:04:00,Monday,ST GEORGE YUS STATION,PUOPO,8.0,13.0,S,YU,5386.0,43.6683,-79.3987,OPTO (COMMS) Train Door Monitoring,0,7.7,1.8,0.0,1.8,,72.0
4393,2024-11-12,06:15:00,Tuesday,NORTH YORK CTR STATION,PUOPO,4.0,8.0,S,YU,5596.0,43.7681,-79.4124,OPTO (COMMS) Train Door Monitoring,0,3.0,0.0,0.0,0.0,,54.0
4394,2024-11-13,06:43:00,Wednesday,HIGHWAY 407 STATION,PUOPO,5.0,10.0,S,YU,5851.0,43.7942,-79.5322,OPTO (COMMS) Train Door Monitoring,1,3.1,0.0,0.0,0.0,,51.0
4395,2024-11-14,07:31:00,Thursday,DOWNSVIEW PARK STATION,PUOPO,5.0,8.0,N,YU,6096.0,43.7545,-79.477,OPTO (COMMS) Train Door Monitoring,1,7.4,1.8,0.0,1.8,,43.0
4396,2024-11-15,23:28:00,Friday,MUSEUM STATION,PUOPO,8.0,14.0,N,YU,5496.0,43.66771,-79.39332,OPTO (COMMS) Train Door Monitoring,0,6.6,0.0,0.0,0.0,,42.0
4397,2024-11-15,13:16:00,Friday,DON MILLS STATION,PUOPO,3.0,10.0,W,SHP,6156.0,43.77556,-79.34655,OPTO (COMMS) Train Door Monitoring,0,6.6,0.0,0.0,0.0,,42.0
4398,2024-11-16,15:13:00,Saturday,ST CLAIR STATION,PUOPO,4.0,8.0,S,YU,5516.0,43.68806,-79.39361,OPTO (COMMS) Train Door Monitoring,0,5.6,0.0,0.0,0.0,,36.0
4399,2024-11-18,10:56:00,Monday,NORTH YORK CTR STATION,PUOPO,8.0,13.0,S,YU,6016.0,43.7681,-79.4124,OPTO (COMMS) Train Door Monitoring,0,8.3,0.0,0.0,0.0,,35.0
4400,2024-11-19,11:26:00,Tuesday,FINCH WEST STATION,PUOPO,3.0,8.0,S,YU,5606.0,43.7699,-79.4872,OPTO (COMMS) Train Door Monitoring,0,6.2,0.5,0.0,0.5,,39.0
4401,2024-11-20,16:40:00,Wednesday,OSGOODE STATION,PUOPO,6.0,9.0,N,YU,6131.0,43.65054,-79.38684,OPTO (COMMS) Train Door Monitoring,1,6.7,16.6,0.0,16.6,,59.0
4402,2024-11-21,17:41:00,Thursday,LAWRENCE STATION,PUOPO,4.0,7.0,N,YU,6066.0,43.72541,-79.40225,OPTO (COMMS) Train Door Monitoring,1,3.6,0.0,0.0,0.0,,32.0
4403,2024-11-21,17:54:00,Thursday,SHEPPARD STATION,PUOPO,4.0,7.0,N,YU,6066.0,43.74983,-79.38629,OPTO (COMMS) Train Door Monitoring,1,3.6,0.0,0.0,0.0,,32.0
4404,2024-11-21,17:55:00,Thursday,BLOOR STATION,PUOPO,3.0,6.0,N,YU,5751.0,43.67068,-79.38533,OPTO (COMMS) Train Door Monitoring,1,3.6,0.0,0.0,0.0,,32.0
4405,2024-11-21,23:42:00,Thursday,NORTH YORK CTR STATION,PUOPO,9.0,15.0,N,YU,5591.0,43.7681,-79.4124,OPTO (COMMS) Train Door Monitoring,0,3.6,0.0,0.0,0.0,,32.0
4406,2024-11-21,01:00:00,Thursday,SHEPPARD WEST STATION,PUOPO,6.0,12.0,N,YU,5586.0,43.7497,-79.4629,OPTO (COMMS) Train Door Monitoring,0,3.6,0.0,0.0,0.0,,32.0
4407,2024-11-22,02:22:00,Friday,SHEPPARD WEST STATION,PUOPO,10.0,16.0,N,YU,5991.0,43.7497,-79.4629,OPTO (COMMS) Train Door Monitoring,0,5.4,1.7,0.0,1.7,,43.0
4408,2024-11-22,14:51:00,Friday,LAWRENCE STATION,PUOPO,11.0,16.0,N,YU,6096.0,43.72541,-79.40225,OPTO (COMMS) Train Door Monitoring,0,5.4,1.7,0.0,1.7,,43.0
4409,2024-11-22,18:13:00,Friday,SHEPPARD STATION,PUOPO,6.0,9.0,N,YU,5486.0,43.74983,-79.38629,OPTO (COMMS) Train Door Monitoring,1,5.4,1.7,0.0,1.7,,43.0
4410,2024-11-23,06:05:00,Saturday,HIGHWAY 407 STATION,PUOPO,6.0,12.0,S,YU,5921.0,43.7942,-79.5322,OPTO (COMMS) Train Door Monitoring,0,5.6,0.0,0.0,0.0,,53.0
4411,2024-11-23,22:48:00,Saturday,ST CLAIR STATION,PUOPO,6.0,12.0,N,YU,5441.0,43.68806,-79.39361,OPTO (COMMS) Train Door Monitoring,0,5.6,0.0,0.0,0.0,,53.0
4412,2024-11-25,06:50:00,Monday,HIGHWAY 407 STATION,PUOPO,5.0,10.0,S,YU,6096.0,43.7942,-79.5322,OPTO (COMMS) Train Door Monitoring,1,2.2,1.2,0.0,1.2,,
4413,2024-11-25,14:02:00,Monday,BLOOR STATION,PUOPO,4.0,8.0,N,YU,6046.0,43.67068,-79.38533,OPTO (COMMS) Train Door Monitoring,0,2.2,1.2,0.0,1.2,,
4414,2024-11-25,17:15:00,Monday,SUMMERHILL STATION,PUOPO,5.0,8.0,N,YU,5026.0,43.682,-79.3903,OPTO (COMMS) Train Door Monitoring,1,2.2,1.2,0.0,1.2,,
4415,2024-11-25,17:23:00,Monday,SUMMERHILL STATION,PUOPO,4.0,7.0,N,YU,6086.0,43.682,-79.3903,OPTO (COMMS) Train Door Monitoring,1,2.2,1.2,0.0,1.2,,
4416,2024-11-25,17:30:00,Monday,SUMMERHILL STATION,PUOPO,5.0,8.0,S,YU,5436.0,43.682,-79.3903,OPTO (COMMS) Train Door Monitoring,1,2.2,1.2,0.0,1.2,,
4417,2024-11-25,18:02:00,Monday,LAWRENCE STATION,PUOPO,3.0,6.0,N,YU,6096.0,43.72541,-79.40225,OPTO (COMMS) Train Door Monitoring,1,2.2,1.2,0.0,1.2,,
4418,2024-11-26,07:55:00,Tuesday,SPADINA YUS STATION,PUOPO,4.0,6.0,S,YU,5491.0,43.6683,-79.4033,OPTO (COMMS) Train Door Monitoring,1,4.6,4.4,0.0,4.4,,59.0
4419,2024-11-26,06:07:00,Tuesday,DON MILLS STATION,PUOPO,8.0,15.0,W,SHP,6181.0,43.77556,-79.34655,OPTO (COMMS) Train Door Monitoring,0,4.6,4.4,0.0,4.4,,59.0
4420,2024-11-26,06:17:00,Tuesday,LESLIE STATION,PUOPO,7.0,14.0,W,SHP,6181.0,43.7712,-79.36669,OPTO (COMMS) Train Door Monitoring,0,4.6,4.4,0.0,4.4,,59.0
4421,2024-11-27,13:05:00,Wednesday,WILSON STATION,PUOPO,4.0,8.0,S,YU,6126.0,43.7345,-79.4501,OPTO (COMMS) Train Door Monitoring,0,1.6,0.0,0.0,0.0,,42.0
4422,2024-11-28,07:28:00,Thursday,YORKDALE STATION,PUOPO,5.0,8.0,S,YU,5671.0,43.72484,-79.44703,OPTO (COMMS) Train Door Monitoring,1,3.5,0.0,0.2,0.2,,41.0
4423,2024-11-28,14:17:00,Thursday,ROSEDALE STATION,PUOPO,4.0,8.0,N,YU,5896.0,43.6784,-79.39,OPTO (COMMS) Train Door Monitoring,0,3.5,0.0,0.2,0.2,,41.0
4424,2024-11-28,14:23:00,Thursday,ROSEDALE STATION,PUOPO,5.0,9.0,N,YU,5851.0,43.6784,-79.39,OPTO (COMMS) Train Door Monitoring,0,3.5,0.0,0.2,0.2,,41.0
4425,2024-11-28,16:43:00,Thursday,WILSON STATION,PUOPO,3.0,7.0,N,YU,5811.0,43.7345,-79.4501,OPTO (COMMS) Train Door Monitoring,1,3.5,0.0,0.2,0.2,,41.0
4426,2024-11-28,16:49:00,Thursday,YORKDALE STATION,PUOPO,4.0,8.0,S,YU,5811.0,43.72484,-79.44703,OPTO (COMMS) Train Door Monitoring,1,3.5,0.0,0.2,0.2,,41.0
4427,2024-11-28,19:53:00,Thursday,COLLEGE STATION,PUOPO,7.0,11.0,S,YU,5466.0,43.66139,-79.38347,OPTO (COMMS) Train Door Monitoring,0,3.5,0.0,0.2,0.2,,41.0
4428,2024-11-29,10:53:00,Friday,DUNDAS STATION,PUOPO,9.0,14.0,N,YU,5696.0,43.65651,-79.38062,OPTO (COMMS) Train Door Monitoring,0,-0.1,0.0,0.0,0.0,,55.0
4429,2024-01-09,13:16:00,Tuesday,UNION STATION,SUSA,3.0,8.0,N,YU,5981.0,43.64533,-79.38069,Sexual Assault,0,3.4,25.2,5.6,30.8,3.0,58.0
4430,2024-03-05,10:17:00,Tuesday,ST CLAIR STATION,SUSA,31.0,36.0,S,YU,5736.0,43.68806,-79.39361,Sexual Assault,0,10.7,1.5,0.0,1.5,,36.0
4431,2024-03-17,18:21:00,Sunday,NORTH YORK CTR STATION,SUSA,13.0,17.0,N,YU,5431.0,43.7681,-79.4124,Sexual Assault,1,2.3,0.0,2.4,2.4,,60.0
4432,2024-04-08,08:22:00,Monday,LAWRENCE STATION,SUSA,6.0,11.0,S,YU,5601.0,43.72541,-79.40225,Sexual Assault,1,8.9,0.0,0.0,0.0,,
4433,2024-04-29,12:04:00,Monday,SHERBOURNE STATION,SUSA,14.0,18.0,E,BD,5166.0,43.67212,-79.37644,Sexual Assault,0,10.8,12.5,0.0,12.5,,48.0
4434,2024-07-16,08:22:00,Tuesday,DUNDAS STATION,SUSA,17.0,20.0,S,YU,6016.0,43.65651,-79.38062,Sexual Assault,1,24.1,97.8,0.0,97.8,,72.0
4435,2024-07-27,17:41:00,Saturday,ST GEORGE BD STATION,SUSA,4.0,8.0,W,BD,5230.0,43.6683,-79.3987,Sexual Assault,1,21.5,0.0,0.0,0.0,,
4436,2024-10-27,11:13:00,Sunday,MUSEUM STATION,SUSA,12.0,16.0,S,YU,6021.0,43.66771,-79.39332,Sexual Assault,0,6.1,0.0,0.0,0.0,,40.0
4437,2024-01-01,11:39:00,Monday,OLD MILL STATION,TUSC,3.0,7.0,E,BD,5291.0,43.65053,-79.4957,Operator Overspeeding,0,-2.6,0.0,0.4,0.2,2.0,31.0
4438,2024-01-06,14:24:00,Saturday,OSSINGTON STATION,TUSC,3.0,7.0,E,YU,5089.0,43.66243,-79.42694,Operator Overspeeding,0,-1.3,0.0,3.8,3.8,2.0,54.0
4439,2024-01-22,14:56:00,Monday,KIPLING STATION,TUSC,3.0,7.0,W,BD,5312.0,43.63795,-79.53535,Operator Overspeeding,0,-4.4,0.0,0.6,0.6,2.0,40.0
4440,2024-01-24,06:17:00,Wednesday,OLD MILL STATION,TUSC,5.0,8.0,W,BD,5263.0,43.65053,-79.4957,Operator Overspeeding,0,1.1,8.2,0.0,8.2,3.0,
4441,2024-01-27,18:18:00,Saturday,CHRISTIE STATION,TUSC,3.0,7.0,W,BD,5199.0,43.66412,-79.4186,Operator Overspeeding,1,2.0,0.0,0.0,0.0,,
4442,2024-02-01,08:28:00,Thursday,VICTORIA PARK STATION,TUSC,3.0,6.0,E,BD,5149.0,43.69455,-79.28939,Operator Overspeeding,1,3.3,,,0.0,,37.0
4443,2024-02-13,16:41:00,Tuesday,ROYAL YORK STATION,TUSC,3.0,6.0,E,BD,5360.0,43.64816,-79.51134,Operator Overspeeding,1,-0.2,0.0,0.2,0.2,0.0,54.0
4444,2024-02-13,19:15:00,Tuesday,CHESTER STATION,TUSC,7.0,10.0,E,BD,5008.0,43.67838,-79.35269,Operator Overspeeding,0,-0.2,0.0,0.2,0.2,0.0,54.0
4445,2024-02-19,06:43:00,Monday,MAIN STREET STATION,TUSC,3.0,7.0,W,BD,5124.0,43.68811,-79.30156,Operator Overspeeding,1,-6.7,0.0,0.0,0.0,,43.0
4446,2024-02-19,23:02:00,Monday,KIPLING STATION,TUSC,6.0,12.0,E,BD,5016.0,43.63795,-79.53535,Operator Overspeeding,0,-6.7,0.0,0.0,0.0,,43.0
4447,2024-03-21,15:12:00,Thursday,DUFFERIN STATION,TUSC,4.0,8.0,W,BD,5041.0,43.6626,-79.43572,Operator Overspeeding,0,-4.7,0.0,0.0,0.0,0.0,53.0
4448,2024-03-27,12:16:00,Wednesday,HIGH PARK STATION,TUSC,7.0,11.0,E,BD,5005.0,43.65306,-79.46629,Operator Overspeeding,0,6.4,0.3,0.0,0.3,,45.0
4449,2024-04-11,01:41:00,Thursday,OSSINGTON STATION,TUSC,5.0,10.0,E,BD,5010.0,43.66243,-79.42694,Operator Overspeeding,0,11.3,33.8,0.0,33.8,,37.0
4450,2024-04-28,13:58:00,Sunday,ROYAL YORK STATION,TUSC,4.0,8.0,E,BD,5146.0,43.64816,-79.51134,Operator Overspeeding,0,16.3,5.0,0.0,5.0,,41.0
